Plant Abbr,Month,Day,Year,PMMoV_gc_g_dry_weight,PMMoV_gc_g_dry_weight_UCI,PMMoV_gc_g_dry_weight_LCI,BCoV_Recovery,BCoV_Recovery_UCI,BCoV_Recovery_LCI,N_Gene_gc_g_dry_weight,N_Gene_gc_g_dry_weight_UCI,N_Gene_gc_g_dry_weight_LCI,S_Gene_gc_g_dry_weight,S_Gene_gc_g_dry_weight_UCI,S_Gene_gc_g_dry_weight_LCI,ORF1a_gc_g_dry_weight,ORF1a_gc_g_dry_weight_UCI,ORF1a_gc_g_dry_weight_LCI,HV_6970_Del_gc_g_dry_weight,HV_6970_Del_gc_g_dry_weight_UCI,HV_6970_Del_gc_g_dry_weight_LCI,Delta_156157_gc_g_dry_weight,Delta_156157_gc_g_dry_weight_UCI,Delta_156157_gc_g_dry_weight_LCI,Del_143145_gc_g_dry_weight,Del_143145_gc_g_dry_weight_UCI,Del_143145_gc_g_dry_weight_LCI,Influenza_A_gc_g_dry_weight,Influenza_A_gc_g_dry_weight_UCI,Influenza_A_gc_g_dry_weight_LCI,Influenza_B_gc_g_dry_weight,Influenza_B_gc_g_dry_weight_UCI,Influenza_B_gc_g_dry_weight_LCI,RSV_gc_g_dry_weight,RSV_gc_g_dry_weight_UCI,RSV_gc_g_dry_weight_LCI,BA_2_LPPA24S_gc_g_dry_weight,BA_2_LPPA24S_gc_g_dry_weight_UCI,BA_2_LPPA24S_gc_g_dry_weight_LCI,BA_2_75_S_147E_S_152R_gc_g_dry_weight,BA_2_75_S_147E_S_152R_gc_g_dry_weight_UCI,BA_2_75_S_147E_S_152R_gc_g_dry_weight_LCI,BA_4_ORF1a_Del_141143_gc_g_dry_weight,BA_4_ORF1a_Del_141143_gc_g_dry_weight_UCI,BA_4_ORF1a_Del_141143_gc_g_dry_weight_LCI,HMPV_4_gc_g_dry_weight,HMPV_4_gc_g_dry_weight_UCI,HMPV_4_gc_g_dry_weight_LCI,MPXV_G2R_G_gc_g_dry_weight,MPXV_G2R_G_gc_g_dry_weight_UCI,MPXV_G2R_G_gc_g_dry_weight_LCI,MPXV_G2R_WA_gc_g_dry_weight,MPXV_G2R_WA_gc_g_dry_weight_UCI,MPXV_G2R_WA_gc_g_dry_weight_LCI,Noro_G2_gc_g_dry_weight,Noro_G2_gc_g_dry_weight_UCI,Noro_G2_gc_g_dry_weight_LCI
UCD,9,30,2022,474429434.3,484086269.8,462139864.3,1.271,1.317,1.225,41099.07592,48060.35095,33862.3016,58569.12224,66640.86713,51178.04474,,,,47166.07376,53788.35731,41111.81365,,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,2572.365933,4403.913739,710.5820157,0,0,0,,,,,,
PA,9,30,2022,1251851852,1291851852,1213333333,0.911,0.947,0.877,180201.76,196396.7041,166035.8641,161551.5638,173526.9758,149576.9819,,,,132000,142370.3704,121481.4815,,,,,,,0,0,0,,,,43111.11111,49629.62963,37333.33333,,,,2637.037037,5362.962963,859.2592593,0,0,0,0,0,0,0,0,0,,,,,,
Sac,9,30,2022,1190175439,1251929825,1134035088,0.799,0.835,0.76,135719.1789,145373.4548,126064.4344,125500.5017,131779.9886,118985.3467,,,,111719.2982,118456.1404,106105.2632,,,,,,,0,0,0,,,,3738.947368,4929.122807,2588.070175,,,,1150.877193,1835.789474,494.5964912,0,0,0,0,0,0,0,0,0,,,,,,
SJ,9,30,2022,945585585.6,970570570.6,915795795.8,0.855,0.888,0.824,394021.524,411508.6919,374772.5616,413551.5368,431288.6648,388854.2473,,,,439159.1592,466066.0661,413213.2132,,,,,,,0,0,0,,,,22486.48649,26330.33033,19123.12312,,,,5198.798799,7130.33033,3642.042042,0,0,0,4814.414414,6611.411411,3094.294294,0,0,0,,,,,,
Sun,9,30,2022,2186401327,2281923715,2096185738,0.818,0.851,0.78,112943.1274,120670.3123,104097.1987,141753.1129,149547.3934,132257.7431,,,,136384.743,144344.942,127363.1841,,,,,,,0,0,0,,,,8172.470978,9870.646766,6686.567164,,,,2419.900498,3550.248756,1316.086235,1236.626363,1975.213117,546.8703423,4436.484245,5678.27529,3385.737977,0,0,0,,,,,,
SVCW,9,30,2022,1346958638,1385888078,1284671533,0.925,0.959,0.882,83396.15054,89595.14497,77197.56913,92615.85616,102348.7453,84859.25865,,,,75133.81995,80973.23601,68515.81509,,,,,,,0,0,0,,,,13080.29197,15727.49392,10822.38443,,,,3612.652068,5053.041363,2218.978102,1842.188574,2942.453336,1057.872227,0,0,0,0,0,0,,,,,,
Gil,9,30,2022,692622222.2,704000000,681244444.4,0.866,0.902,0.832,198160.4852,218190.4093,179797.9058,151185.591,165815.328,137064.192,,,,127146.6667,137102.2222,117191.1111,,,,,,,0,0,0,,,,10709.33333,14193.77778,6712.888889,,,,0,0,0,0,0,0,0,0,0,2332.444444,4010.666667,1103.644444,,,,,,
Dav,9,30,2022,2963672655,3136127745,2823153693,0.723,0.777,0.672,80817.83363,86421.99701,75017.01918,89195.82253,95384.35032,81223.66108,,,,83033.93214,89421.15768,75369.26148,,,,,,,0,0,0,,,,1053.892216,1801.197605,530.7784431,,,,1053.892216,1801.197605,514.1716567,0,0,0,2484.630739,3557.684631,1558.483034,0,0,0,,,,,,
OSP,9,30,2022,611436541.1,642677824.3,580195258,0.892,0.954,0.835,124566.5504,131224.4687,115219.5738,127203.2883,132991.562,120752.5128,,,,123179.9163,130320.781,117377.9637,,,,,,,1249.651325,1901.25523,660.5299861,,,,14460.25105,16468.61925,12675.03487,,,,2244.909344,3083.960948,1544.211994,1315.226947,2003.103619,713.84127,1249.651325,1905.718271,767.6429568,1753.974895,2508.228731,1169.316597,,,,,,
SEP,9,30,2022,619682539.7,634920634.9,599365079.4,1.886,1.995,1.783,62272.24441,70533.78272,53200.76715,118532.6955,127598.2085,108684.0554,,,,117841.2698,128507.9365,106666.6667,,,,,,,0,0,0,,,,6857.142857,8482.539683,5485.714286,,,,1630.47619,2483.809524,878.7301587,0,0,0,2179.047619,3205.079365,1356.190476,3266.031746,4485.079365,2275.555556,,,,,,
UCD,10,1,2022,406771546.7,421340268.6,393029098.2,1.659,1.716,1.6,22347.25209,26746.94185,18402.66521,43926.82113,49980.3989,38383.68205,,,,44004.83664,50125.59684,38027.5941,,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,2357.101028,4035.377657,1141.839342,0,0,0,,,,,,
PA,10,1,2022,1016525568,1041149783,994913078.8,1.519,1.586,1.454,135866.1932,151276.2238,126586.699,200146.619,231767.6544,186536.4523,,,,224818.3045,234995.9168,213562.1052,,,,,,,1422.457397,2435.260544,661.5114124,,,,16122.46738,19410.38113,13520.39622,,,,0,0,0,5114.621976,8083.074116,3562.002498,17946.91062,20966.47609,14582.44931,0,0,0,,,,,,
Sac,10,1,2022,1221909233,1241940532,1196870110,0.851,0.887,0.817,83506.58864,91567.89168,77015.63947,85765.17598,90684.34451,80846.40742,,,,70109.54617,75117.37089,65602.50391,,,,,,,1116.744914,1782.785603,625.9780908,,,,5859.15493,7211.267606,4677.308294,,,,0,0,0,0,0,0,891.3928013,1522.378717,261.4084507,891.3928013,1522.378717,446.6979656,,,,,,
SJ,10,1,2022,1143363184,1179613277,1107317639,1.809,1.882,1.735,294150.4765,317717.7844,263786.0273,279465.7137,293114.1053,263265.8938,,,,294837.0679,307906.5634,282531.6661,,,,,,,0,0,0,,,,9152.204996,12543.47988,6366.9535,,,,7707.057552,9797.230398,5937.747076,4116.893096,5652.085545,2888.666823,3589.697482,5134.337337,2391.235203,0,0,0,,,,,,
Sun,10,1,2022,1842424242,1880134680,1804713805,0.833,0.864,0.8,94090.91449,99487.62579,88694.65915,124142.772,130342.4643,117943.6706,,,,91043.77104,96430.97643,85656.56566,,,,,,,0,0,0,,,,14976.43098,17508.41751,12606.06061,,,,3129.96633,4298.989899,2068.686869,0,0,0,2408.080808,3367.003367,1400.673401,0,0,0,,,,,,
SVCW,10,1,2022,308771929.8,315989974.9,302355889.7,0.784,0.82,0.746,129119.787,141185.2347,115286.2606,105451.0341,115692.196,92329.59413,,,,108270.6767,116290.7268,101052.6316,,,,,,,0,0,0,,,,4226.566416,5798.496241,2903.258145,,,,0,0,0,0,0,0,1339.348371,2293.734336,654.4360902,0,0,0,,,,,,
Gil,10,1,2022,796444444.4,822518518.5,770370370.4,1.049,1.087,1.005,69604.36503,84263.01038,56741.59792,83527.32482,94734.42501,73242.36411,,,,91259.25926,102400,80592.59259,,,,,,,0,0,0,,,,4361.481481,7466.666667,2164.148148,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Dav,10,1,2022,915087719.3,935672514.6,891695906.4,0.907,0.945,0.869,176654.3137,186878.2936,165180.1617,156651.6809,166541.2836,145883.9171,,,,128187.1345,135672.5146,119766.0819,,,,,,,0,0,0,,,,9225.730994,11695.90643,7167.251462,,,,4341.520468,6072.51462,2975.438596,2699.003234,4110.608185,1481.345522,2629.239766,4004.678363,1403.508772,0,0,0,,,,,,
OSP,10,1,2022,6050273224,6268852459,5884153005,0.927,0.971,0.876,492025.2399,509957.819,472570.2838,226277.7735,237102.6962,215454.0182,,,,208087.4317,218579.235,197595.6284,,,,,,,2299.453552,3663.387978,1320.218579,,,,33836.06557,40743.1694,27715.84699,,,,4590.163934,6417.486339,2990.163934,0,0,0,18273.22404,21508.19672,15038.25137,0,0,0,,,,,,
SEP,10,1,2022,646854083,676840696.1,616867469.9,2.023,2.12,1.932,88704.68242,94208.01901,82506.7441,99707.79113,106355.8229,93309.10883,,,,99384.20348,104524.7657,91673.36011,,,,,,,972.4230254,1550.736278,556.8942436,,,,8267.737617,9767.068273,6725.568942,,,,2917.269076,3842.570281,1944.846051,0,0,0,2141.900937,2994.37751,1469.344043,1606.425703,2561.713521,766.8005355,,,,,,
UCD,10,2,2022,657508982,724384825.9,644395314.9,1.481,1.66,1.433,79075.46597,88864.62671,69847.68973,101673.4088,112721.2077,91372.9962,,,,75857.43327,85778.53073,66732.76572,,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,3611.697459,6183.260017,1799.603487,0,0,0,,,,,,
PA,10,2,2022,1469261310,1513771782,1426998923,0.863,0.906,0.822,235590.8062,251578.9871,217946.6816,244378.6513,264680.4972,225014.6528,,,,232741.7955,246047.4325,219437.4977,,,,,,,2239.917398,3834.762049,1072.60228,,,,22400.86616,27542.37804,17876.02817,,,,2986.565127,4770.322894,1715.026743,0,0,0,27360.33785,32161.89526,22511.08149,0,0,0,,,,,,
Sac,10,2,2022,597635382.1,615585855.7,581437265.4,1.516,1.604,1.435,42378.46644,48889.60769,37531.01626,52047.32458,56446.26369,47648.65897,,,,50104.9404,54641.372,45376.73325,,,,,,,986.5111479,1688.915702,462.9468341,,,,1973.036281,2900.382438,1220.95675,,,,0,0,0,2973.091891,6127.164795,0,0,0,0,0,0,0,,,,,,
SJ,10,2,2022,1946908350,2004431392,1894855494,0.909,0.957,0.862,214530.2467,231620.3398,199356.1913,220784.3307,238822.8123,204731.0374,,,,241483.7756,260920.5308,221374.0879,,,,,,,1958.441111,3352.870349,950.9371776,,,,18932.90507,23726.83107,14594.07339,,,,5222.579233,7304.49156,3579.678489,2774.702373,4431.922841,1593.365097,20153.54275,23743.52349,16872.02422,4606.232924,7737.33192,1662.498011,,,,,,
Sun,10,2,2022,1478221667,1508048942,1447410460,1.433,1.524,1.349,64971.75629,70495.6785,59576.20208,80167.14319,86423.53023,72199.58091,,,,71687.41914,77137.88694,66237.29929,,,,,,,0,0,0,,,,7566.283952,10228.32888,5157.635019,,,,0,0,0,0,0,0,5799.040601,7645.960327,4055.591048,0,0,0,,,,,,
SVCW,10,2,2022,1073531219,1102644988,1045692952,1.776,1.866,1.698,76840.5699,85893.70789,68447.55911,120762.5686,134394.5124,108688.7954,,,,98290.55622,108675.9465,88534.98069,,,,,,,0,0,0,,,,14584.03372,18681.36467,10743.1572,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Gil,10,2,2022,1484854811,1537058554,1446780001,1.673,1.743,1.603,65897.35122,75425.9914,56810.09357,96317.23287,109923.6806,83380.51102,,,,86480.36775,97521.82085,76306.92696,,,,,,,0,0,0,,,,4455.931738,7628.602235,1211.67961,,,,0,0,0,0,0,0,0,0,0,7860.645145,11555.23135,4128.979988,,,,,,
Dav,10,2,2022,1086039094,1129637972,1051487595,1.524,1.597,1.457,213749.1096,231593.8533,196160.4019,247425.6673,265051.6742,233282.1918,,,,247410.0256,262264.8943,232237.4569,,,,,,,0,0,0,,,,2186.544907,3743.38661,1043.999387,,,,0,0,0,0,0,0,11513.14004,14992.31571,8095.767763,0,0,0,,,,,,
OSP,10,2,2022,421225314.7,443489264.2,401835602.4,1.385,1.458,1.322,157679.2399,172408.908,144372.645,119285.517,127739.7339,110939.6076,,,,104168.9438,112192.3243,97373.99565,,,,,,,0,0,0,,,,21150.53497,24631.654,16871.30689,,,,17896.25122,20721.36698,15340.50794,1263.601458,2163.2976,361.5058066,6202.104564,8011.878186,4470.491721,1328.982948,2275.232136,615.53866,,,,,,
SEP,10,2,2022,707788162,737694704,677881619.9,1.646,1.766,1.537,150272.9398,162182.2464,137036.4988,194527.1239,204827.8286,182899.0829,,,,186915.8879,196386.2928,176448.5981,,,,,,,937.0716511,1604.984424,453.0841121,,,,7825.545171,9470.404984,6230.529595,,,,2188.161994,3130.218069,1365.732087,870.8801225,1490.954762,408.9242109,2307.788162,3299.688474,1535.202492,2307.788162,3299.688474,1410.5919,,,,,,
UCD,10,3,2022,792453020.2,830772891.3,756821040.8,0.988,1.049,0.935,31006.10453,37225.59126,25256.94087,52048.53769,59984.29336,44708.94162,,,,55344.15595,63782.46027,45764.03408,,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,4429.166937,7074.530515,1854.080602,0,0,0,0,0,0,,,,,,
PA,10,3,2022,1613230306,1678511230,1555784993,1.416,1.473,1.355,115539.4491,124534.5052,106545.0414,115539.4491,124639.1296,106463.8201,,,,107149.353,123378.1433,92207.36821,,,,,,,0,0,0,,,,41858.18354,48209.23487,36148.50362,,,,0,0,0,8399.283091,11576.69783,5612.459977,2711.51344,4330.992699,1206.463277,3389.400641,5162.093639,2078.369856,,,,,,
Sac,10,3,2022,921227055.1,935034827.8,905184423.4,0.825,0.853,0.797,118151.977,123746.9001,112557.5828,113113.4483,118587.6739,107639.7854,,,,105971.9975,113348.4067,100646.9614,,,,,,,1099.183672,1755.681361,471.2728712,,,,6870.255006,8334.278709,5504.527275,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
SJ,10,3,2022,2953887525,3087071638,2859596527,1.262,1.351,1.184,174858.8022,184921.2646,164797.2737,204994.7643,218872.4529,192063.2106,,,,189359.3892,201264.9581,177455.1032,,,,,,,2560.394528,4089.618151,1171.097028,,,,6401.097177,8873.702502,4473.412283,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Sun,10,3,2022,2296564779,2340293132,2257322103,0.86,0.897,0.826,88832.63906,94363.35882,83302.39614,90900.01424,96554.89604,85305.74799,,,,78358.94903,83438.40917,73279.90214,,,,,,,0,0,0,,,,49233.37301,53409.43019,45057.58921,,,,4957.007567,6403.465271,3746.753534,1720.368266,2620.139519,985.6636326,25011.55217,27978.38529,22262.4286,0,0,0,,,,,,
SVCW,10,3,2022,1185681097,1210822676,1161835135,0.968,0.997,0.939,67087.9094,75272.55576,59519.64148,67087.9094,75272.55576,59519.64148,,,,80592.15981,90321.35358,70654.13749,,,,,,,0,0,0,,,,13138.44772,16972.24678,9930.695573,,,,0,0,0,0,0,0,32059.02283,37604.10553,27088.61599,0,0,0,,,,,,
Gil,10,3,2022,936169630.5,957790579.8,915852667.7,1.115,1.147,1.082,118253.1439,134925.268,103052.006,98317.99743,114324.7953,84284.67986,,,,71124.4819,80063.87629,62397.88507,,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,37651.02356,44258.45608,31737.25836,0,0,0,,,,,,
Dav,10,3,2022,1221646146,1243065777,1202366590,0.827,0.858,0.794,164972.1683,172534.0785,157411.1011,109128.815,115277.8049,102980.3731,,,,100950.8628,107239.1278,94444.58401,,,,,,,0,0,0,,,,1878.370677,2936.66289,557.8225818,,,,2254.05074,3313.479942,1170.968592,1384.68648,2211.70378,795.1528547,0,0,0,0,0,0,,,,,,
OSP,10,3,2022,940154602.3,963456368.2,920431757.2,0.96,0.989,0.931,148352.101,157859.8336,140422.7426,136473.4634,147958.6064,124924.7186,,,,121752.9077,128713.3723,114793.0632,,,,,,,1353.346762,2316.943903,669.2029934,,,,24815.11395,29564.92028,20695.39592,,,,4511.247447,6127.929491,2907.677933,0,0,0,23460.34698,27006.83021,20548.09445,1192.727575,2041.960817,584.4734578,,,,,,
SEP,10,3,2022,685714285.7,745578231.3,636734693.9,1.251,1.382,1.142,73345.71631,82168.54666,63847.24987,100628.3857,108283.6138,91705.05627,,,,86530.61224,93605.44218,79455.78231,,,,,,,1600,2438.095238,887.0748299,,,,13115.64626,16217.68707,10829.93197,,,,3205.442177,4429.931973,2095.238095,2270.509394,3247.502102,1512.474653,2846.258503,4288.435374,1638.095238,3907.482993,5273.469388,2846.258503,,,,,,
UCD,10,4,2022,344486926.9,359970238.1,330663190.6,0.794,0.832,0.751,35740.648,41922.56927,29912.52854,44435.39665,52856.42715,36488.07208,,,,33749.03543,40517.33925,25576.95025,,,,,,,2703.818253,4628.961711,1330.341754,,,,2703.818253,4628.961711,1310.363696,,,,0,0,0,0,0,0,3163.702147,5416.292236,1580.135311,0,0,0,,,,,,
PA,10,4,2022,1212518112,1260340059,1167674313,0.798,0.83,0.768,541130.1998,567789.8283,516743.1365,484071.201,509967.0104,461288.8346,,,,425925.0039,449526.8322,401859.4077,,,,,,,1793.853024,3006.658757,601.0909203,,,,26462.79156,30044.80902,23177.85918,,,,1793.853024,2865.247858,1030.115929,24716.89114,28220.8077,21221.04616,10376.57649,12688.90448,8090.884464,0,0,0,,,,,,
Sac,10,4,2022,715683510.3,746831346.8,689293327.7,0.756,0.797,0.717,74152.11343,79462.46547,68842.18526,81001.22957,87820.66932,74493.77337,,,,71202.76557,76341.59316,66064.35531,,,,,,,1050.725248,1798.852285,545.7396691,,,,4203.004103,5537.865305,2920.973403,,,,1050.725248,1798.852285,515.8200733,0,0,0,1111.937588,1903.648866,522.2583938,0,0,0,,,,,,
SJ,10,4,2022,1762481938,1794461779,1717452085,0.641,0.676,0.608,333014.6045,346559.447,318626.7139,364615.7117,378714.0885,351018.7661,,,,326636.3687,338495.8903,314712.7105,,,,,,,2144.704505,3152.736319,1298.621539,,,,18231.90557,22347.93291,14239.65819,,,,4289.469099,5651.783652,3134.099691,0,0,0,2105.132593,3094.564851,1278.319131,0,0,0,,,,,,
Sun,10,4,2022,2231066330,2429779929,2089089587,1.197,1.35,1.066,63136.08917,68590.37766,57682.12553,73034.49533,79841.95719,65087.22793,,,,71972.28777,78309.32135,65635.69972,,,,,,,0,0,0,,,,17686.97265,21221.33028,14092.64841,,,,1433.951721,2454.93897,706.1811114,0,0,0,3904.02244,5583.918588,2479.285219,0,0,0,,,,,,
SVCW,10,4,2022,798179611.1,848532505.2,755376087.5,0.895,0.963,0.83,86435.47212,98064.83683,75414.66723,94036.0734,105850.056,79377.96911,,,,67673.65908,76524.57073,59226.45029,,,,,,,0,0,0,,,,26763.11647,35078.09687,20255.50062,,,,2867.29679,4908.838356,1451.722751,0,0,0,0,0,0,5370.045551,8178.639292,3292.893822,,,,,,
Gil,10,4,2022,1104953719,1143605701,1064291495,1.218,1.266,1.17,51247.83222,59435.42645,43849.56831,41712.49602,52021.7507,32222.42108,,,,44902.88099,57702.40007,32313.72068,,,,,,,0,0,0,,,,4982.804075,7958.834554,2861.361997,,,,0,0,0,0,0,0,0,0,0,5612.385494,9122.6123,2442.760048,,,,,,
Dav,10,4,2022,1491347134,1638974978,1370610996,1.261,1.39,1.145,391253.6093,408270.446,373180.8932,257108.3405,272152.115,244364.6605,,,,290353.4032,304776.1257,275488.5116,,,,,,,1840.789176,3151.448268,911.0829553,,,,19022.86811,22636.94439,15815.76635,,,,0,0,0,1893.106309,3241.01643,871.5504558,6304.46425,8655.413892,4014.755945,0,0,0,,,,,,
OSP,10,4,2022,1008867274,1099079035,929842626.5,1.518,1.633,1.417,138266.6506,147210.7429,128451.187,129004.9258,137644.0673,120366.4481,,,,105469.4027,113631.1669,97308.23483,,,,,,,0,0,0,,,,31835.89643,36264.08197,27784.27158,,,,2273.690032,3631.673731,958.0021587,2890.845316,4402.787285,1268.92548,5050.142606,7073.92777,3320.261792,1893.776708,3360.844291,581.669069,,,,,,
SEP,10,4,2022,775757575.8,802203856.7,749311294.8,1.646,1.726,1.566,123014.8652,134182.3021,112591.9773,114892.1136,123109.3709,107660.8243,,,,116363.6364,123415.978,108870.5234,,,,,,,2186.225895,3058.953168,1392.837466,,,,12561.98347,14501.37741,10798.89807,,,,2732.782369,3693.663912,1789.53168,0,0,0,7140.495868,8639.118457,5818.181818,3420.385675,4495.867769,2525.619835,,,,,,
UCD,10,5,2022,538179484.8,550544010.7,525178557.8,0.992,1.031,0.956,46237.45002,54473.91435,38751.16273,54164.74934,63038.32734,46166.10832,,,,50662.74506,59186.80453,42621.80889,,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,5195.699097,8369.82992,2324.416747,0,0,0,,,,,,
PA,10,5,2022,1497558036,1570766927,1421880394,0.796,0.842,0.747,287449.8058,307043.0792,268331.822,354848.0806,367130.3013,341387.4744,,,,319357.2126,332120.8554,302991.3911,,,,,,,4051.452364,5338.173821,2662.480672,,,,57754.81815,63403.57461,53338.33604,,,,2363.319397,3380.245936,1424.079055,6846.972422,8492.054711,5429.595312,12389.0795,15030.90086,9362.020041,0,0,0,,,,,,
Sac,10,5,2022,646153846.2,676923076.9,610256410.3,1.514,1.588,1.434,51385.06645,56807.27347,45667.1134,55747.02605,59913.89813,51375.73756,,,,60000,67692.30769,49230.76923,,,,,,,1630.769231,2487.179487,948.7179487,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
SJ,10,5,2022,1709409877,1770813337,1651172805,0.784,0.818,0.752,248335.145,260811.3364,235191.2968,230940.4887,242318.653,219563.4146,,,,221190.946,232320.7795,210062.1299,,,,,,,2759.544055,4202.810924,1455.453464,,,,8830.765315,11225.67086,6787.191875,,,,5519.152066,7640.961995,3562.62979,0,0,0,5035.238796,6912.877825,3004.738073,1678.389405,2873.417121,488.0177596,,,,,,
Sun,10,5,2022,2408853392,2461484375,2359168682,0.835,0.865,0.805,79379.28457,84478.57811,74466.03321,69032.71751,74033.89461,64451.02994,,,,72596.79522,77170.13889,68023.80274,,,,,,,0,0,0,,,,27171.15614,30042.00951,24489.52841,,,,0,0,0,0,0,0,2591.224322,3557.492059,1670.728033,0,0,0,,,,,,
SVCW,10,5,2022,1609636180,1634558360,1582176463,0.88,0.915,0.837,137028.0385,151841.561,121826.1222,123513.9767,137499.6106,109535.0186,,,,123015.4733,143000.9604,107790.8278,,,,,,,2887.575887,4943.555842,1392.032796,,,,25027.07144,30249.4665,19870.75185,,,,2887.575887,4943.555842,1409.110303,2893.968485,4954.500434,841.5574363,0,0,0,0,0,0,,,,,,
Gil,10,5,2022,1344331800,1398749917,1289279192,1.01,1.062,0.958,156010.5469,170372.2787,142867.5678,172770.1715,187913.9485,158996.1725,,,,161454.4109,174139.8526,148769.7343,,,,,,,0,0,0,,,,19591.51198,24430.89458,15437.9613,,,,0,0,0,3140.023536,5375.748637,1537.420992,12951.69599,16888.17127,9562.051902,0,0,0,,,,,,
Dav,10,5,2022,732411674.3,776651305.7,688172043,1.766,1.869,1.663,152039.7579,165803.0215,140206.1802,130787.5462,139764.0972,123782.1682,,,,134685.0998,145007.6805,126820.2765,,,,,,,3932.411674,5062.980031,2850.998464,,,,8159.754224,9978.494624,6291.858679,,,,0,0,0,2578.47386,3539.98779,1809.21723,12092.1659,14205.83717,9732.718894,0,0,0,,,,,,
OSP,10,5,2022,826887233.3,835349024.8,817629140.8,0.883,0.918,0.848,318544.0939,329287.4299,308263.9086,223819.2541,232434.618,215204.9841,,,,228580.8577,238621.2366,217738.2712,,,,,,,993.4233508,1700.749641,478.6430828,,,,57311.32466,62569.84041,52583.56799,,,,1986.861229,2920.705999,931.4618658,3641.479759,4855.460591,2648.991496,2630.530506,3679.154594,1803.217823,0,0,0,,,,,,
SEP,10,5,2022,722398589.1,778835978.8,671604938.3,1.611,1.748,1.48,74654.04934,82293.75769,66404.40657,107064.3497,115660.1141,98040.26286,,,,102151.6755,108359.7884,95943.56261,,,,,,,5700.176367,7280.42328,4396.472663,,,,15689.59436,18172.83951,13432.09877,,,,2855.731922,3990.123457,1958.377425,0,0,0,14955.90829,17326.27866,12754.85009,1044.091711,1958.377425,304.1975309,,,,,,
UCD,10,6,2022,421836058.3,429549789.4,414991315.2,1.02,1.051,0.989,86347.81837,96071.54131,77304.19437,76066.32511,85214.77381,67597.86109,,,,107642.9089,119079.4408,96540.6994,,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,4110.938869,6566.238279,2360.696128,3434.499415,5879.899487,1784.787358,0,0,0,,,,,,
PA,10,6,2022,1142008920,1170725182,1112705428,1.605,1.666,1.544,127539.198,138704.4247,114095.1472,136378.22,145056.0739,127700.9958,,,,136037.4997,145086.9124,126988.7645,,,,,,,3433.439219,5264.528073,1708.850683,,,,26897.96222,30999.01431,23175.94962,,,,0,0,0,0,0,0,3609.576329,5306.115774,2201.301101,0,0,0,,,,,,
Sac,10,6,2022,925396890.9,963440266.2,896184758.3,0.941,1.011,0.889,79869.18824,85938.02534,74733.32222,84469.27735,90538.29354,79543.1361,,,,93599.00604,100224.383,87157.85688,,,,,,,1192.713661,1905.073582,684.9128689,,,,3876.407755,5155.133529,2598.428764,,,,1192.713661,1905.073582,684.9128689,0,0,0,0,0,0,0,0,0,,,,,,
SJ,10,6,2022,2130593221,2165890619,2096029446,1.777,1.874,1.685,286449.745,307913.5249,266215.7986,358060.9097,374183.9466,338606.3081,,,,269454.4975,281294.338,257616.0327,,,,,,,2502.471046,3811.287424,1534.508063,,,,11511.87042,14077.1905,9027.892774,,,,83114.59796,89600.68293,76663.85109,1508.190007,2582.034778,768.0153749,4675.621218,6419.163584,3276.735056,0,0,0,,,,,,
SVCW,10,6,2022,1598587704,1642362584,1560522112,0.859,0.898,0.823,85617.09268,94519.24279,73128.80017,95229.73015,104351.3162,84392.12981,,,,97670.66411,108809.4166,82298.83285,,,,,,,0,0,0,,,,19374.44096,24997.14351,13188.30535,,,,0,0,0,0,0,0,4649.77764,7081.658499,2851.229338,0,0,0,,,,,,
Gil,10,6,2022,1293869906,1327339508,1262181492,1.034,1.077,0.991,144100.4327,158392.3583,129749.2305,164498.2818,180475.5596,147974.7448,,,,127845.6965,143875.8796,111345.5617,,,,,,,0,0,0,,,,74051.77584,84448.94291,64546.42276,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Dav,10,6,2022,1164733568,1190268577,1147484264,1.26,1.315,1.214,84894.21253,90633.94315,78744.52793,102691.9082,108119.5954,97264.71908,,,,103893.2742,109561.3986,97692.50427,,,,,,,1170.840772,1938.567733,524.4325658,,,,12880.55238,14913.89297,11041.09262,,,,1463.554697,2229.00844,791.6764913,0,0,0,4634.114821,6345.806766,2887.747255,0,0,0,,,,,,
